radius (m),length (m),x,y,z,a,b,c,branch,branch_order
0.008,0.1606,-7.1247,140.799,162.408,0.5782,0.0212,0.8156,368,3
0.0053,0.0748,-7.0269,140.803,162.536,0.5531,0.0755,0.8297,368,3
0.0077,0.0069,-6.9799,140.807,162.609,0.6414,0.7391,-0.2058,368,3
0.0078,0.0869,-6.9382,140.846,162.58,0.332,0.3484,0.8766,368,3
0.0048,0.0877,-6.8705,140.915,162.628,0.4508,0.1814,0.874,368,3
0.0034,0.0799,-7.1479,140.803,162.449,-0.295,0.4406,0.8478,369,3
0.0034,0.1216,-7.1762,140.837,162.516,-0.2177,0.455,0.8635,369,3
0.0043,0.068,-7.2055,140.889,162.622,-0.1686,0.3889,0.9057,369,3
0.0038,0.1164,-7.214,140.916,162.684,0.2925,-0.8587,0.4208,369,3
0.0043,0.1126,-7.1143,140.8,162.719,-0.033,0.588,0.8082,370,3
0.0045,0.0683,-7.1177,140.869,162.809,-0.0353,0.4857,0.8734,370,3
0.0051,0.0534,-7.1194,140.902,162.868,-0.0746,0.3684,0.9267,370,3
0.0046,0.0573,-7.1224,140.923,162.918,-0.0893,0.3282,0.9404,370,3
0.0051,0.057,-7.1283,140.941,162.972,-0.0479,0.2898,0.9559,370,3
0.0063,0.0591,-7.1323,140.956,163.027,-0.0565,0.2668,0.9621,370,3
0.0033,0.1178,-7.1303,140.977,163.083,-0.0479,0.164,0.9853,370,3
0.0045,0.1041,-7.0956,140.817,162.877,-0.5805,-0.1632,-0.7977,371,3
0.0045,0.0407,-7.156,140.8,162.794,-0.4832,-0.2745,-0.8314,371,3
0.0051,0.0685,-7.1727,140.789,162.758,-0.5655,-0.2639,-0.7814,371,3
0.0042,0.0515,-7.2091,140.772,162.701,-0.7256,-0.232,-0.6479,371,3
0.0086,0.0795,-7.2411,140.743,162.659,-0.893,-0.0525,-0.4469,371,3
0.0043,0.0691,-7.3039,140.702,162.619,-0.3561,-0.2065,0.9113,371,3
0.0052,0.0953,-7.3294,140.689,162.682,-0.2776,-0.1966,0.9404,371,3
0.0044,0.0694,-7.0333,140.823,163.015,0.438,-0.4307,0.7891,372,3
0.0044,0.1346,-7.0029,140.793,163.07,0.2841,-0.4709,0.8352,372,3
0.0038,0.1967,-7.0195,140.831,163.08,0.7298,0.0379,0.6827,373,3
0.0025,0.0682,-7.0262,140.847,163.114,-0.3781,0.3701,0.8486,374,3
0.0025,0.124,-7.0431,140.891,163.161,-0.1384,0.5567,0.8191,374,3
0.0125,0.3192,-8.5742,140.715,160.275,0.6985,0.2736,0.6612,375,3
0.0125,0.061,-8.3512,140.802,160.486,0.1376,0.048,0.9893,375,3
0.0123,0.1236,-8.3655,140.812,160.555,0.3562,-0.0044,0.9344,375,3
0.0116,0.1531,-8.306,140.813,160.646,0.6887,0.542,0.4816,375,3
0.0106,0.1208,-8.1619,140.861,160.71,-0.3107,-0.5563,0.7707,375,3
0.0047,0.1643,-8.2069,140.797,160.797,-0.6294,-0.0011,0.7771,375,3
0.0067,0.2492,-8.7424,140.517,160.717,-0.0817,0.0061,0.9966,376,3
0.0047,0.0286,-8.7614,140.518,160.965,-0.1042,0.1491,0.9833,376,3
0.005,0.1323,-8.7701,140.519,160.993,-0.0166,0.0692,0.9975,376,3
0.0034,0.1016,-8.7321,140.76,160.823,0.0223,-0.0764,-0.9968,377,3
0.0034,0.0835,-8.7299,140.752,160.721,0.1031,-0.0885,-0.9907,377,3
0.0057,0.0746,-8.7233,140.739,160.639,0.0646,-0.0097,-0.9979,377,3
0.0056,0.0617,-8.7166,140.741,160.565,0.1769,-0.0091,-0.9842,377,3
0.0053,0.1147,-8.7101,140.729,160.503,0.2547,-0.0419,-0.9661,377,3
0.0051,0.0679,-8.6866,140.728,160.392,0.1384,0.0166,-0.9902,377,3
0.0077,0.0504,-8.2391,139.996,159.834,0.0607,-0.9547,-0.2913,378,3
0.0064,0.1166,-8.2361,139.947,159.819,0.2876,-0.0517,-0.9563,378,3
0.0025,0.3461,-8.2111,139.938,159.721,-0.0883,-0.9433,-0.32,378,3
0.0039,0.1563,-8.0559,140.001,159.744,0.871,-0.3349,-0.3594,379,3
0.0039,0.0908,-7.8986,139.945,159.687,-0.1914,-0.9094,-0.3693,379,3
0.0039,0.1881,-7.95,139.87,159.672,-0.4869,0.0378,-0.8727,379,3
0.0033,0.1587,-8.5102,139.938,160.063,0.5864,-0.8032,-0.1051,380,3
0.0033,0.1428,-8.4265,139.811,160.036,0.496,-0.7078,-0.503,380,3
0.0037,0.148,-8.3572,139.707,159.964,0.867,-0.458,0.1963,380,3
0.0126,0.2297,-8.3918,140.074,160.267,-0.0204,-0.0652,0.9977,381,3
0.0118,0.1044,-8.3841,140.079,160.49,0.1734,0.2232,0.9592,381,3
0.0107,0.0753,-8.388,140.089,160.598,0.2123,0.2177,0.9527,381,3
0.0096,0.0948,-8.3808,140.115,160.669,0.2284,0.2586,0.9386,381,3
0.0072,0.1516,-8.3546,140.134,160.76,-0.152,0.319,0.9355,381,3
0.0098,0.1792,-8.2476,140.08,160.284,0.7277,-0.1433,0.6707,382,3
0.0097,0.11,-8.1171,140.055,160.405,0.5688,-0.0189,0.8222,382,3
0.0099,0.2557,-8.0504,140.041,160.492,0.3416,-0.1023,0.9343,382,3
0.0019,0.286,-8.9853,139.804,160.5,-0.8227,0.16,0.5454,383,3
0.0019,0.133,-9.2169,139.868,160.658,-0.5576,0.0535,0.8284,383,3
0.0019,0.1742,-9.2911,139.882,160.766,-0.4995,0.2167,0.8388,383,3
0.0025,0.1059,-9.0214,139.748,160.543,0.3911,-0.0571,0.9186,384,3
0.0025,0.1425,-8.9988,139.723,160.645,0.3485,-0.0703,0.9347,384,3
0.0068,0.1105,-9.0983,139.667,160.595,-0.8514,0.2347,0.4691,385,3
0.0044,0.0883,-9.1982,139.686,160.641,-0.7591,0.0054,0.6509,385,3
0.0043,0.0793,-9.2663,139.686,160.697,-0.71,0.0234,0.7038,385,3
0.0072,0.0999,-9.3228,139.697,160.754,-0.6315,-0.1138,0.767,385,3
0.0058,0.2181,-9.3913,139.69,160.828,-0.416,0.0615,0.9073,385,3
0.007,0.1138,-9.4869,139.699,161.024,-0.372,0.0476,0.927,385,3
0.0026,0.1337,-9.2229,139.529,160.774,-0.7085,-0.6187,0.3395,386,3
0.0025,0.259,-9.3236,139.433,160.801,-0.5417,-0.6011,0.5876,386,3
0.0025,0.1728,-9.39,139.42,161.22,0.3556,0.2221,0.9079,387,3
0.0034,0.1727,-9.3244,139.461,161.375,0.3534,0.1431,0.9244,387,3
0.0034,0.1206,-9.4265,139.413,161.437,-0.0902,-0.083,0.9925,388,3
0.0033,0.1059,-9.4444,139.404,161.556,-0.1103,-0.0278,0.9935,388,3
0.0043,0.0706,-9.4463,139.4,161.664,-0.2408,0.06,0.9687,388,3
0.0025,0.1292,-8.7207,140.027,161.011,-0.0926,0.8391,0.536,389,3
0.0025,0.3249,-8.777,140.152,161.046,-0.4894,0.3317,0.8065,389,3
0.0092,0.1038,-8.5829,139.958,160.491,0.5107,-0.3102,0.8018,390,3
0.0092,0.0657,-8.5669,139.923,160.589,0.3487,0.1827,0.9193,390,3
0.0092,0.1334,-8.5668,139.908,160.653,0.1221,0.0261,0.9922,390,3
0.0051,0.1948,-8.5682,139.881,160.79,-0.0425,0.1745,0.9837,390,3
0.0025,0.3321,-8.6975,140.008,160.88,-0.7663,0.1131,0.6324,391,3
0.0065,0.1265,-8.6835,140.005,160.877,0.4161,0.3214,0.8506,392,3
0.0065,0.2788,-8.6309,140.046,160.984,0.423,0.2393,0.874,392,3
0.0027,0.3164,-8.7618,140.06,161.693,-0.5576,0.0929,0.8249,393,3
0.0034,0.0777,-8.9384,140.09,161.954,-0.4447,0.1328,0.8858,393,3
0.0025,0.1552,-8.9755,140.1,162.022,-0.4307,0.114,0.8953,393,3
0.0035,0.062,-8.7589,140.04,161.189,-0.6799,-0.2149,0.7011,394,3
0.0033,0.2517,-8.8301,140.04,161.223,-0.4341,-0.3619,0.825,394,3
0.0025,0.1564,-8.7595,140.039,161.195,-0.3388,0.3364,0.8787,395,3
0.0025,0.3502,-8.8146,140.093,161.331,-0.2552,0.4049,0.878,395,3
0.0025,0.1236,-8.7472,140.057,161.356,0.9301,-0.2199,0.2943,396,3
0.0025,0.1113,-8.6332,140.035,161.39,0.4123,0.3451,0.8432,396,3
0.0025,0.1022,-8.7563,140.069,161.648,0.5811,0.39,0.7143,397,3
0.0038,0.211,-8.6913,140.113,161.715,0.4412,0.4647,0.7677,397,3
0.0025,0.1087,-8.7913,140.078,162.047,-0.6026,-0.2236,0.766,398,3
0.0035,0.073,-8.8568,140.052,162.13,-0.5235,-0.1723,0.8344,398,3
0.0029,0.169,-8.8985,140.038,162.189,-0.4743,-0.1343,0.8701,398,3
0.0034,0.1113,-8.7542,140.058,161.74,0.4147,-0.2043,0.8867,399,3
0.0025,0.2431,-8.6915,139.992,161.843,0.264,0.195,0.9446,399,3
0.0081,0.0858,-8.7845,140.077,162.077,0.0888,-0.4088,0.9083,400,3
0.0081,0.0718,-8.7769,140.041,162.155,0.1961,-0.3291,0.9237,400,3
0.0081,0.1324,-8.7377,140.041,162.225,0.2,-0.326,0.924,400,3
0.0081,0.0367,-8.7075,140.004,162.345,-0.6253,0.6169,0.478,400,3
0.0025,0.106,-8.5521,139.857,160.466,-0.0016,0.0496,0.9988,401,3
0.0025,0.049,-8.585,139.412,160.031,0.9015,0.3796,-0.2078,402,3
0.0025,0.2314,-8.5619,139.384,160.008,0.7164,-0.4749,0.5112,402,3
0.0032,0.1531,-8.4011,139.272,160.13,0.7066,-0.3981,0.585,402,3
0.0025,0.0934,-8.6182,139.353,159.957,-0.2663,-0.7694,0.5806,403,3
0.0025,0.1833,-8.631,139.274,159.987,0.3642,-0.8218,0.4381,403,3
0.0025,0.2314,-8.5794,139.117,160.065,0.2468,-0.7774,0.5785,403,3
0.0033,0.0572,-8.7002,139.709,160.806,-0.7763,0.6131,0.1462,404,3
0.0033,0.1412,-8.7447,139.744,160.815,-0.7904,-0.5894,0.167,404,3
0.0192,0.0616,-8.6801,139.635,161.018,0.7407,-0.3372,-0.5811,405,3
0.0188,0.078,-8.6345,139.614,160.982,0.5276,-0.848,-0.0498,405,3
0.0123,0.0682,-8.5733,139.534,160.973,0.0769,-0.2394,0.9679,405,3
0.0126,0.1031,-8.5697,139.518,161.039,0.1432,-0.0954,0.9851,405,3
0.007,0.0599,-8.5551,139.499,161.143,-0.1666,0.303,0.9383,405,3
0.0106,0.2179,-8.678,139.62,160.959,0.3593,-0.1296,-0.9242,406,3
0.0025,0.1452,-8.9066,139.494,162.452,-0.4267,-0.1939,0.8834,407,3
0.0025,0.2628,-8.9859,139.528,162.589,0.3011,0.2202,-0.9278,407,3
0.0075,0.1305,-8.935,139.581,162.342,0.0838,0.1636,-0.983,407,3
0.0063,0.0562,-8.7594,139.654,161.1,-0.998,0.0318,0.0543,408,3
0.0063,0.2463,-8.7875,139.645,161.117,-0.5093,-0.6048,0.6122,408,3
0.0033,0.1399,-8.7503,139.654,161.239,0.1951,0.7982,0.5699,409,3
0.0066,0.0705,-8.8191,139.611,161.448,-0.3118,-0.4361,0.8442,410,3
0.0045,0.1012,-8.8392,139.58,161.508,-0.2468,-0.4543,0.856,410,3
0.0044,0.1104,-8.8697,139.535,161.594,-0.2392,-0.4986,0.8332,410,3
0.0059,0.1336,-8.8912,139.476,161.686,-0.2486,-0.3345,0.909,410,3
0.004,0.1702,-8.9272,139.43,161.806,-0.2197,-0.2785,0.935,410,3
0.0045,0.1182,-8.7969,139.61,161.537,0.3848,-0.5886,-0.7109,411,3
0.0045,0.1179,-8.7532,139.534,161.452,0.5223,-0.0469,-0.8515,411,3
0.0049,0.1353,-8.7825,139.652,161.283,-0.4381,0.3706,0.819,412,3
0.0049,0.0236,-8.8307,139.688,161.4,-0.525,-0.0527,0.8495,412,3
0.0049,0.1895,-8.8653,139.686,161.399,-0.6855,-0.0148,0.7279,412,3
0.0036,0.1527,-8.8375,139.649,161.879,0.2908,-0.0467,0.9556,413,3
0.0053,0.1414,-8.7925,139.638,162.025,0.2432,0.0239,0.9697,413,3
0.0035,0.4511,-8.5167,139.588,160.768,-0.1094,0.6284,0.7701,414,3
0.0034,0.2466,-8.5091,139.653,161.062,0.4071,0.5117,0.7566,415,3
0.012,0.1305,-8.413,139.774,161.253,0.3192,0.368,0.8733,415,3
0.012,0.1903,-8.3643,139.834,161.362,-0.4086,0.554,0.7253,415,3
0.012,0.1211,-8.4463,139.961,161.51,-0.1654,-0.4574,0.8737,415,3
0.0131,0.084,-8.4882,139.704,161.271,0.996,-0.0771,0.0453,416,3
0.0126,0.131,-8.4402,139.684,161.283,0.3997,-0.8619,0.3121,416,3
0.0112,0.0472,-8.3229,139.504,161.288,0.6562,0.2532,0.7108,416,3
0.0068,0.0851,-8.2858,139.51,161.317,0.6235,0.0592,0.7796,416,3
0.003,0.2225,-8.2319,139.514,161.383,0.6042,0.0116,0.7968,416,3
0.0085,0.3011,-8.5053,139.704,161.355,-0.6209,-0.1266,0.7736,417,3
0.0037,0.3558,-8.4824,139.718,161.383,0.0614,-0.4863,0.8716,418,3
0.0047,0.0889,-8.4773,139.745,161.496,0.6505,0.0616,0.757,419,3
0.0047,0.1276,-8.4175,139.751,161.561,0.6277,0.0441,0.7772,419,3
0.0042,0.0836,-8.3361,139.757,161.66,0.5602,0.0413,0.8273,419,3
0.0038,0.1181,-8.2885,139.761,161.728,0.5375,-0.0042,0.8433,419,3
0.0042,0.1204,-8.225,139.761,161.828,0.5283,-0.0202,0.8488,419,3
0.0033,0.3243,-8.4862,139.738,161.587,0.1104,-0.4353,0.8935,420,3
0.014,0.0962,-8.4893,139.76,161.688,-0.9411,0.3121,-0.1299,421,3
0.014,0.1784,-8.5928,139.781,161.689,-0.6878,0.7045,-0.1751,421,3
0.014,0.0289,-8.7058,139.913,161.688,-0.4177,0.9063,-0.0636,421,3
0.0113,0.1367,-8.7173,139.938,161.686,-0.0336,0.1035,-0.9941,421,3
0.005,0.2013,-8.4591,139.74,161.649,0.44,0.0204,0.8978,422,3
0.0044,0.1315,-8.3727,139.75,161.831,0.4098,-0.0857,0.9082,422,3
0.0044,0.0832,-8.3177,139.736,161.95,0.3633,-0.1023,0.926,422,3
0.0044,0.1543,-8.2871,139.73,162.027,0.3461,-0.1166,0.9309,422,3
0.0036,0.2593,-8.4673,139.771,161.727,-0.0086,0.7858,0.6184,423,3
0.005,0.1629,-8.4667,139.987,161.878,0.0664,0.5908,0.8041,423,3
0.0054,0.0855,-8.4968,139.775,161.791,-0.6931,0.1482,0.7055,424,3
0.0037,0.2513,-8.5603,139.782,161.85,-0.6107,0.2293,0.758,424,3
0.0037,0.0691,-8.4712,139.77,161.827,0.6976,0.2497,0.6715,425,3
0.0041,0.1311,-8.4182,139.789,161.869,0.6264,0.2599,0.7349,425,3
0.0127,0.0785,-8.336,139.837,161.965,0.45,0.0206,0.8928,425,3
0.0127,0.1029,-8.3454,139.868,162.051,0.4747,0.2675,0.8385,425,3
0.0048,0.0654,-8.4847,139.786,161.919,-0.2146,0.7288,0.6503,426,3
0.0066,0.1628,-8.4901,139.841,161.958,-0.25,0.5937,0.7649,426,3
0.0045,0.0555,-8.526,139.942,162.08,-0.1192,0.5788,0.8067,426,3
0.0035,0.2132,-8.5353,139.974,162.125,0.0022,0.5674,0.8234,426,3
0.004,0.1058,-8.4704,139.772,161.934,0.4442,-0.3311,0.8325,427,3
0.0044,0.0631,-8.424,139.737,162.022,0.452,-0.3095,0.8366,427,3
0.0035,0.0859,-8.395,139.717,162.074,0.3902,-0.2907,0.8736,427,3
0.0039,0.0423,-8.3627,139.692,162.15,0.3574,-0.3119,0.8804,427,3
0.0035,0.1791,-8.3456,139.672,162.185,0.3195,-0.2033,0.9255,427,3
0.0046,0.0481,-8.2858,139.632,162.35,0.2109,-0.1009,0.9723,427,3
0.0056,0.1578,-8.2726,139.627,162.397,0.0615,-0.0208,0.9979,427,3
0.0046,0.1703,-8.2715,139.627,162.555,0.1035,0.1004,0.9895,427,3
0.0025,0.0642,-8.49,139.774,161.95,-0.6522,-0.2282,0.7229,428,3
0.0025,0.3109,-8.5242,139.791,161.995,-0.6178,0.206,0.7588,428,3
0.0031,0.2574,-8.4681,139.788,162.069,0.4876,-0.0129,0.873,429,3
0.0037,0.0828,-8.3415,139.784,162.293,0.4418,0.0184,0.8969,429,3
0.004,0.188,-8.3025,139.785,162.366,0.3765,0.033,0.9258,429,3
0.004,0.4683,-8.4839,139.789,161.984,-0.2134,0.3569,0.9094,430,3
0.0019,0.1186,-8.5882,139.954,162.41,-0.1648,0.3356,0.9275,430,3
0.0025,0.0772,-8.4835,139.788,162.165,-0.7684,-0.504,0.3944,431,3
0.0025,0.1676,-8.5593,139.738,162.167,-0.8798,0.0841,0.4678,431,3
0.0031,0.0572,-8.4707,139.804,162.21,0.2351,0.7075,0.6665,432,3
0.0031,0.1337,-8.4405,139.848,162.236,0.5469,0.2495,0.7992,432,3
0.0043,0.1823,-8.3879,139.894,162.349,0.4451,0.3225,0.8354,432,3
0.003,0.0831,-8.4831,139.798,162.226,-0.5714,0.2858,0.7693,433,3
0.0035,0.2252,-8.5432,139.829,162.282,-0.3971,0.1901,0.8979,433,3
0.0041,0.1338,-8.6376,139.878,162.482,-0.274,0.1309,0.9528,433,3
0.0097,0.0681,-8.4765,139.785,162.229,-0.1999,-0.6465,0.7362,434,3
0.0097,0.0844,-8.4734,139.754,162.283,0.226,-0.5552,0.8004,434,3
0.0097,0.1212,-8.4696,139.702,162.353,0.2364,-0.3659,0.9001,434,3
0.0097,0.1403,-8.4316,139.663,162.46,0.3627,-0.3171,0.8763,434,3
0.0053,0.0841,-8.4744,139.829,162.673,-0.4754,0.088,0.8754,435,3
0.0058,0.1033,-8.5136,139.838,162.747,-0.4841,0.0099,0.875,435,3
0.0065,0.1331,-8.557,139.847,162.842,-0.5004,-0.0566,0.8639,435,3
0.0056,0.0664,-8.6382,139.832,162.97,0.5413,0.3575,0.7611,435,3
0.0036,0.234,-8.462,139.796,162.49,0.0062,-0.6553,0.7553,436,3
0.0087,0.2865,-8.4606,139.814,162.516,-0.4375,-0.3613,0.8234,437,3
0.012,0.2794,-8.4203,139.818,162.53,0.5297,0.1232,0.8392,438,3
0.0025,0.1927,-8.4675,139.799,162.47,-0.2055,0.4793,0.8532,439,3
0.0025,0.0841,-8.5371,139.889,162.629,-0.1931,0.2585,0.9465,439,3
0.0026,0.2011,-8.5524,139.91,162.709,-0.1805,0.2575,0.9492,439,3
0.004,0.1489,-8.4391,139.812,162.628,0.3299,-0.5087,0.7952,440,3
0.0042,0.1447,-8.3894,139.733,162.744,0.2687,-0.3293,0.9052,440,3
0.0039,0.0924,-8.3487,139.687,162.876,0.2364,-0.3675,0.8995,440,3
0.0046,0.0634,-8.4664,139.837,162.778,-0.1469,0.5575,0.8171,441,3
0.003,0.2449,-8.4712,139.879,162.828,-0.3256,0.4363,0.8389,441,3
0.0038,0.135,-8.4548,139.825,162.73,0.4902,-0.1374,0.8607,442,3
0.0038,0.1017,-8.3851,139.805,162.844,0.4128,-0.1093,0.9042,442,3
0.0038,0.1481,-8.3419,139.793,162.935,0.3088,-0.1338,0.9416,442,3
0.0077,0.0436,-9.0334,139.544,160.815,0.411,0.4148,-0.8118,443,3
0.0077,0.1865,-9.021,139.548,160.775,0.6987,-0.0364,-0.7144,443,3
0.0096,0.1083,-8.9032,139.56,160.625,0.894,0.2874,-0.3438,443,3
0.0047,0.392,-8.9895,139.473,160.92,-0.3526,-0.132,0.9264,444,3
0.0025,0.1044,-8.4767,139.336,160.677,-0.0932,0.3519,0.9314,445,3
0.0025,0.2326,-8.4783,139.378,160.774,0.1916,-0.323,0.9268,445,3
0.0037,0.1993,-8.4474,139.353,160.703,0.8293,0.4004,0.3899,446,3
0.0027,0.3363,-8.2827,139.436,160.779,0.7984,0.3784,0.4684,446,3
0.0043,0.3674,-8.1245,139.307,160.95,0.1543,-0.0409,-0.9872,447,3
0.0043,0.1033,-8.0729,139.292,160.59,-0.3973,0.2134,-0.8925,447,3
0.0025,0.3792,-8.1565,139.304,160.475,0.2209,0.6696,-0.7091,447,3
0.0038,0.1035,-8.1643,139.315,160.913,0.7282,0.4149,0.5455,448,3
0.0093,0.1244,-8.075,139.352,160.962,0.5595,0.3863,0.7333,448,3
0.004,0.1135,-7.999,139.416,161.046,0.567,0.1664,0.8067,448,3
0.0049,0.1434,-7.9345,139.441,161.136,0.4884,0.1503,0.8596,448,3
0.0039,0.0768,-8.467,139.423,161.178,0.1055,0.8025,0.5873,449,3
0.0039,0.2288,-8.4574,139.445,161.203,0.8991,-0.1743,0.4014,449,3
0.0036,0.1,-8.475,139.469,161.064,0.568,-0.5585,0.6045,450,3
0.0031,0.0743,-8.4158,139.413,161.122,0.519,-0.5514,0.6532,450,3
0.0029,0.0578,-8.3783,139.37,161.17,0.5202,-0.5113,0.6841,450,3
0.0049,0.0747,-8.3508,139.343,161.214,0.5408,-0.5311,0.6522,450,3
0.003,0.0742,-8.3081,139.303,161.26,0.5433,-0.532,0.6495,450,3
0.0052,0.2239,-8.271,139.255,161.305,0.4991,-0.473,0.726,450,3
0.0028,0.2362,-8.752,139.217,161.076,0.2098,0.3892,-0.8969,451,3
0.0028,0.1323,-8.7024,139.309,160.864,-0.1469,-0.1634,0.9756,451,3
0.0045,0.0769,-9.0092,139.075,160.928,-0.7008,-0.6857,0.1969,452,3
0.0045,0.2395,-9.0632,139.022,160.944,-0.4448,-0.839,0.3134,452,3
0.0041,0.2712,-9.0747,139.05,161.032,-0.5434,-0.743,0.3907,453,3
0.0046,0.1387,-9.2127,138.843,161.137,-0.3843,-0.6825,0.6217,453,3
0.0061,0.1604,-8.6495,139.143,160.814,-0.6622,-0.5835,0.4702,454,3
0.0061,0.0791,-8.7558,139.049,160.89,-0.4619,-0.5804,0.6707,454,3
0.0063,0.169,-8.7933,139.005,160.943,-0.5145,-0.4594,0.724,454,3
0.0079,0.2561,-8.8179,139.089,161.042,-0.5661,-0.2315,0.7912,455,3
0.0077,0.109,-8.9629,139.03,161.245,-0.4328,-0.1747,0.8844,455,3
0.007,0.1316,-9.0144,139.01,161.339,-0.3572,-0.1609,0.9201,455,3
0.0086,0.1772,-9.0691,138.983,161.457,-0.2856,-0.1356,0.9487,455,3
0.0031,0.2171,-8.8749,138.947,161.431,-0.5722,0.2729,0.7734,456,3
0.005,0.1164,-8.8731,138.933,161.46,-0.0814,-0.1538,0.9847,457,3
0.0034,0.1195,-8.8838,138.917,161.575,-0.1128,-0.1924,0.9748,457,3
0.0019,0.0847,-8.8971,138.894,161.691,-0.1299,-0.1924,0.9727,457,3
0.0078,0.0746,-8.9171,138.878,161.773,-0.0733,-0.1673,0.9832,457,3
0.004,0.1034,-8.9187,138.865,161.847,-0.0637,-0.1893,0.9799,457,3
0.0033,0.0804,-8.6084,138.444,161.298,-0.4169,0.8643,-0.2813,458,3
0.0033,0.0785,-8.6419,138.513,161.275,-0.0066,0.9289,-0.3703,458,3
0.0038,0.2221,-8.6319,138.751,161.144,0.5482,-0.187,0.8152,459,3
0.0038,0.1615,-8.5102,138.71,161.325,0.4661,-0.5647,0.6811,459,3
0.0022,0.092,-8.6151,138.587,161.383,-0.5338,0.3577,0.7663,460,3
0.0022,0.0567,-8.6642,138.62,161.453,-0.1113,-0.6314,0.7675,460,3
0.0025,0.0993,-8.427,138.854,161.439,0.2617,0.618,-0.7414,461,3
0.0025,0.0786,-8.4101,138.91,161.365,-0.4613,0.7409,-0.4881,461,3
0.0025,0.1412,-8.4443,138.981,161.336,-0.4821,0.5775,-0.6588,461,3
0.0028,0.1835,-8.496,139.089,161.314,-0.9785,-0.0167,0.2055,462,3
0.0028,0.1142,-8.6711,139.087,161.354,-0.3801,-0.2133,0.9,462,3
0.0028,0.0625,-8.7145,139.061,161.456,-0.3326,-0.3684,0.8681,462,3
0.0025,0.1695,-8.596,138.971,161.453,-0.3062,-0.2062,-0.9294,463,3
0.0025,0.2883,-8.6287,139.096,161.336,0.3793,0.1847,-0.9066,463,3
0.0056,0.0286,-8.5317,139.093,161.335,-0.0616,-0.1466,0.9873,464,3
0.0055,0.0695,-8.5334,139.089,161.363,0.0858,-0.3133,0.9458,464,3
0.0073,0.1186,-8.5201,139.053,161.422,0.3086,-0.2914,0.9054,464,3
0.004,0.1663,-8.4373,138.977,161.461,0.5181,-0.5322,0.6695,464,3
0.0036,0.0811,-8.4292,139.244,161.363,-0.0939,-0.4946,0.8641,465,3
0.0036,0.0352,-8.4368,139.204,161.434,0.1211,-0.5694,0.8131,465,3
0.0032,0.1323,-8.4317,139.18,161.46,0.1214,-0.5075,0.8531,465,3
0.0048,0.1188,-8.4627,139.083,161.557,-0.0358,-0.4182,0.9077,465,3
0.0052,0.1112,-8.5148,139.021,161.686,0.4472,-0.351,0.8226,465,3
0.0034,0.0714,-8.4519,138.984,161.769,0.5136,-0.3652,0.7764,465,3
0.0035,0.0954,-8.4148,138.959,161.825,0.4801,-0.3529,0.8031,465,3
0.0036,0.055,-8.3677,138.924,161.9,0.3726,-0.2978,0.8789,465,3
0.0032,0.0753,-8.3467,138.907,161.948,0.3351,-0.2785,0.9001,465,3
0.0028,0.0902,-8.3207,138.885,162.016,0.3111,-0.247,0.9177,465,3
0.0031,0.1265,-8.4028,139.308,161.381,0.1585,-0.5524,0.8183,466,3
0.0031,0.1201,-8.3827,139.238,161.485,0.2272,-0.5709,0.7889,466,3
0.0027,0.124,-8.3537,139.167,161.577,0.2409,-0.4687,0.8499,466,3
0.0035,0.0303,-8.4172,139.4,161.381,0.9175,0.3375,-0.2106,467,3
0.0035,0.0278,-8.3894,139.41,161.375,0.7613,-0.2946,0.5776,467,3
0.0051,0.1312,-8.3527,139.38,161.378,0.6247,-0.0279,0.7804,467,3
0.0054,0.0986,-8.2685,139.406,161.485,0.7062,-0.1574,0.6903,467,3
0.0026,0.13,-8.1913,139.359,161.538,0.7019,-0.1574,0.6946,467,3
0.0025,0.3497,-8.4843,139.109,161.31,0.1936,0.9761,-0.0985,468,3
0.0025,0.1894,-8.4242,139.441,161.272,-0.7624,0.3974,0.5107,468,3
0.0031,0.0602,-8.5332,139.551,161.39,-0.3887,0.7414,-0.547,468,3
0.0053,0.0693,-8.4308,139.392,161.387,-0.7303,-0.5453,0.4114,469,3
0.0053,0.2145,-8.4815,139.355,161.415,-0.4117,-0.652,0.6367,469,3
0.0038,0.1679,-8.4192,139.397,161.406,0.3906,-0.4786,0.7863,470,3
0.0053,0.0747,-8.3542,139.317,161.539,0.3999,-0.4393,0.8044,470,3
0.0055,0.0709,-8.3244,139.284,161.599,0.3871,-0.4117,0.825,470,3
0.0048,0.1129,-8.2974,139.254,161.657,0.4284,-0.3966,0.8119,470,3
0.0053,0.0555,-8.2516,139.211,161.751,0.4007,-0.3887,0.8297,470,3
0.0038,0.0815,-8.2282,139.187,161.795,0.4499,-0.393,0.8019,470,3
0.0038,0.058,-8.1917,139.158,161.862,0.4463,-0.4118,0.7945,470,3
0.0038,0.0776,-8.1657,139.132,161.907,0.424,-0.3928,0.8161,470,3
0.0051,0.1054,-8.132,139.098,161.969,0.4308,-0.3261,0.8414,470,3
0.0049,0.0492,-8.0862,139.062,162.057,0.3233,-0.2493,0.9129,470,3
0.0038,0.1374,-8.0691,139.055,162.103,0.2709,-0.2458,0.9307,470,3
0.0071,0.1555,-8.431,139.406,161.435,-0.5914,0.2577,0.7641,471,3
0.007,0.0764,-8.5229,139.446,161.554,-0.6165,0.1986,0.7619,471,3
0.0068,0.0581,-8.5758,139.458,161.609,-0.4987,0.2016,0.843,471,3
